SeniorCitizen,tenure,MonthlyCharges,TotalCharges,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
0,1.3273654847539706,1.5374300663641316,2.128155780910457,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,0
0,1.6125732136881425,1.2000395661629695,2.283475827999021,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,0
0,-0.8320644628904743,0.47041183420084937,-0.59822833779667,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1
0,1.5718292524118322,0.06820246942901982,1.0877033819643973,True,True,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,0
0,-1.1172721918246462,-1.4542098368974081,-0.9571343406557717,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,1
0,0.797693988161937,-1.4558718590658866,-0.5188807721983792,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0
1,-0.3023929662984406,1.1202625020759949,0.10200234743728616,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,1
0,-1.2802480369298874,-1.4824642137615447,-0.9984515467624158,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0
0,-1.2802480369298874,-1.5073945462887242,-0.998782437361241,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,0
0,0.22727853029359305,1.0039209502824906,0.5833819906082337,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,0
1,1.368109446030281,-0.6398189743428778,0.3282212201674698,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,0
0,1.4495973685829016,1.5025276008260804,2.3508892726663486,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,1
0,-1.1172721918246462,-1.346178395946297,-0.963156549554391,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
0,1.6125732136881425,1.3080710071140806,2.214650583443373,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,0
0,-0.01718523736426863,-1.1517218022342968,-0.5980959815571398,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0
0,0.4309983366751445,0.9823146620922681,0.7226648733404015,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,0
0,1.6125732136881425,-1.509056568457203,-0.4059147217594451,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,0
0,0.9199258719908678,1.0620917261792426,1.303973477356569,True,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,1
0,0.797693988161937,-0.2276374765601766,0.3348390321439745,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,0
0,0.4309983366751445,0.8925654649944222,0.7371358221956916,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,0
1,0.18653456901728277,0.3889727479453962,0.25802829447001063,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1
0,1.2866215234776603,-0.33899296184824507,0.5030417532134674,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,0
0,-1.1987601143772668,0.8327326669291911,-0.897772567226525,True,True,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0
0,0.1457906077409725,-1.1218054032016815,-0.5104320322417084,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
0,-0.9135523854430948,1.178433277972747,-0.5376532988383974,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,1
0,0.3495104141225239,-1.4675060142452372,-0.6389058220789184,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0
0,-0.22090504374582004,0.6781646052606785,-0.05810458364761617,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,0
0,0.9606698332671781,1.1634750784564392,1.4259838708300596,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,True,False,False,0
0,-1.076528230548336,-1.4658439920767583,-0.957619646867382,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0
0,-1.1987601143772668,0.3191678168692938,-0.9060889509436658,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1
0,-1.0357842692720256,-0.46863069098957844,-0.8527935051595485,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
0,-1.1580161531009565,-1.4608579255713225,-0.9796128420026324,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0
0,0.02355872391204165,0.802816267896576,0.32839769515350997,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,0
1,-0.22090504374582004,0.44049543516823375,-0.06520770183573112,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,1
0,1.6125732136881425,-1.3711087284734764,-0.24677840309776344,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,0
0,-1.2802480369298874,-1.4974224132778524,-0.9986500811217108,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0
1,1.5718292524118322,-0.2774981416145356,0.7509229304800763,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,0
0,-0.791320501614164,0.703094937787858,-0.4710339916082507,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0
0,-0.3023929662984406,-0.20603118836995443,-0.3444131891244619,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,1
0,1.4088534073065913,-0.47361675749501453,0.43095172141607685,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0
0,-1.2802480369298874,-0.9755474523755615,-0.991723437919636,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,1
0,-1.2395040756535771,-0.6797075063863649,-0.9715170520180417,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
0,0.4309983366751445,-1.2996417752288951,-0.48314458752525424,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,0
0,-0.38388088885106114,0.3391120828910372,-0.22271162687654159,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
0,1.2866215234776603,-1.4824642137615447,-0.44363625002552154,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0
0,1.0014137945434884,-1.5024084797832884,-0.4909315462842747,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,0
1,-1.2802480369298874,0.18786806555948168,-0.9762818766411252,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1
1,1.6125732136881425,0.7728998688639604,1.8275527015643613,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,0
0,-0.9950403079957154,0.21113637591818266,-0.7586882188536525,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,1
0,1.1643896396487294,1.205025632668405,1.6270771174227807,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,False,0
0,1.2866215234776603,0.6482482062280629,1.3260990287313497,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,0
1,1.5718292524118322,-1.3578125511256471,-0.23255010734827847,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0
0,1.3273654847539706,1.1385447459292597,1.8236040737517134,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,True,True,False,False,0
0,-1.1987601143772668,-1.5024084797832884,-0.980296682573538,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0
0,-1.2802480369298874,-0.6364949300059205,-0.9872233257756128,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1
0,-0.09867315991688919,-0.009912572489475751,-0.15589378528709968,True,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,0
0,-0.7098325790615434,0.15628964435838757,-0.5346752834489703,True,True,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,0
0,-0.9950403079957154,0.12471122315729345,-0.7583793876280823,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,0
0,-1.0357842692720256,1.0039209502824906,-0.718165150184189,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,1
0,1.5310852911355222,1.4410327805923713,2.491495717793817,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,True,False,False,0
0,1.2051336009250397,0.7080810042932936,1.2935393938069468,True,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,0
0,-1.076528230548336,-1.499084435446331,-0.9572887562685568,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0
0,-0.7505765403378537,0.5352306987715161,-0.49876262378980524,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0
0,-0.42462485012737144,0.6432621397226272,-0.20354203151793313,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0
0,-0.42462485012737144,-1.4841262359300234,-0.822108916961822,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0
